Index,EntryIndex,Timestamp,ServingCellID,NeighborCellID,Neighbor_Avg_RSRP,Neighbor_Avg_RSRQ,Neighbor_Avg_SINR
6,130,80 04:21:33.532,2,10,0,0,0
7,130,80 04:21:33.532,2,13,0,0,0
8,130,80 04:21:33.532,2,6,0,0,0
9,130,80 04:21:33.532,2,12,0,0,1
10,130,80 04:21:33.532,2,9,0,0,0.5
11,130,80 04:21:33.532,2,14,0,0,0
12,130,80 04:21:33.532,2,11,0,0,0
13,130,80 04:21:33.532,2,8,0,0,0
1,131,80 04:21:33.532,12,4,0,0,12
2,131,80 04:21:33.532,12,10,0,0,7.25
3,131,80 04:21:33.532,12,11,0,0,1
4,131,80 04:21:33.532,12,3,0,0,0
5,131,80 04:21:33.532,12,8,0,0,0
6,131,80 04:21:33.532,12,7,0,0,3.5
7,131,80 04:21:33.532,12,2,0,0,2.25
8,131,80 04:21:33.532,12,9,0,0,0
9,131,80 04:21:33.532,12,14,0,0,0
10,131,80 04:21:33.532,12,5,0,0,0
11,131,80 04:21:33.532,12,15,0,0,0
1,132,80 04:21:33.532,8,13,0,0,6.333333333333333
2,132,80 04:21:33.532,8,5,0,0,4.333333333333333
3,132,80 04:21:33.532,8,3,0,0,19.666666666666668
4,132,80 04:21:33.532,8,4,0,0,0
5,132,80 04:21:33.532,8,11,0,0,4.333333333333333
6,132,80 04:21:33.532,8,7,0,0,0
7,132,80 04:21:33.532,8,9,0,0,5.5
8,132,80 04:21:33.532,8,10,0,0,0
9,132,80 04:21:33.532,8,15,0,0,6
10,132,80 04:21:33.532,8,2,0,0,2.5
1,133,80 04:21:33.533,2,3,0,0,9.666666666666666
2,133,80 04:21:33.533,2,5,0,0,4.5
3,133,80 04:21:33.533,2,15,0,0,2.6666666666666665
4,133,80 04:21:33.533,2,4,0,0,5.666666666666667
5,133,80 04:21:33.533,2,7,0,0,0
6,133,80 04:21:33.533,2,13,0,0,0
7,133,80 04:21:33.533,2,10,0,0,0
8,133,80 04:21:33.533,2,6,0,0,0
9,133,80 04:21:33.533,2,12,0,0,0
10,133,80 04:21:33.533,2,11,0,0,0
11,133,80 04:21:33.533,2,9,0,0,5
1,134,80 04:21:33.533,13,5,0,0,8.5
2,134,80 04:21:33.533,13,9,0,0,5.5
3,134,80 04:21:33.533,13,2,0,0,3.5
4,134,80 04:21:33.533,13,8,0,0,0.25
5,134,80 04:21:33.533,13,11,0,0,0
6,134,80 04:21:33.533,13,7,0,0,0
7,134,80 04:21:33.533,13,6,0,0,0
8,134,80 04:21:33.533,13,10,0,0,0
9,134,80 04:21:33.533,13,14,0,0,0
10,134,80 04:21:33.533,13,3,0,0,0
11,134,80 04:21:33.533,13,12,0,0,0
1,135,80 04:21:33.533,9,5,0,0,8.666666666666666
2,135,80 04:21:33.533,9,2,0,0,11.333333333333334
3,135,80 04:21:33.533,9,4,0,0,0.5
4,135,80 04:21:33.533,9,6,0,0,0
5,135,80 04:21:33.533,9,13,0,0,4.5
6,135,80 04:21:33.533,9,8,0,0,6.666666666666667
7,135,80 04:21:33.533,9,12,0,0,0
8,135,80 04:21:33.533,9,7,0,0,0
9,135,80 04:21:33.533,9,14,0,0,0
10,135,80 04:21:33.533,9,3,0,0,0
11,135,80 04:21:33.533,9,10,0,0,0
1,136,80 04:21:33.533,14,6,0,0,0.5
2,136,80 04:21:33.533,14,10,0,0,0
3,136,80 04:21:33.533,14,2,0,0,0
4,136,80 04:21:33.533,14,4,0,0,0
5,136,80 04:21:33.533,14,7,0,0,0
6,136,80 04:21:33.533,14,12,0,0,0
7,136,80 04:21:33.533,14,5,0,0,0
8,136,80 04:21:33.533,14,9,0,0,0
9,136,80 04:21:33.533,14,3,0,0,0
10,136,80 04:21:33.533,14,11,0,0,0
1,137,80 04:21:33.534,15,7,0,0,15
2,137,80 04:21:33.534,15,4,0,0,4
3,137,80 04:21:33.534,15,3,0,0,2
4,137,80 04:21:33.534,15,11,0,0,1
5,137,80 04:21:33.534,15,8,0,0,0
6,137,80 04:21:33.534,15,5,0,0,0
7,137,80 04:21:33.534,15,12,0,0,0
8,137,80 04:21:33.534,15,2,0,0,0
1,138,80 04:21:33.535,8,5,0,0,4
2,138,80 04:21:33.535,8,13,0,0,5.5
3,138,80 04:21:33.535,8,7,0,0,1
4,138,80 04:21:33.535,8,4,0,0,0
5,138,80 04:21:33.535,8,3,0,0,12.666666666666666
6,138,80 04:21:33.535,8,11,0,0,1.3333333333333333
7,138,80 04:21:33.535,8,9,0,0,4.5
8,138,80 04:21:33.535,8,12,0,0,0
9,138,80 04:21:33.535,8,2,0,0,3.5
10,138,80 04:21:33.535,8,15,0,0,2
1,139,80 04:21:33.535,12,4,0,0,11
2,139,80 04:21:33.535,12,10,0,0,4.25
3,139,80 04:21:33.535,12,2,0,0,4.5
4,139,80 04:21:33.535,12,3,0,0,0
5,139,80 04:21:33.535,12,11,0,0,3
6,139,80 04:21:33.535,12,9,0,0,0
7,139,80 04:21:33.535,12,5,0,0,0
8,139,80 04:21:33.535,12,14,0,0,0
9,139,80 04:21:33.535,12,7,0,0,8.333333333333334
10,139,80 04:21:33.535,12,15,0,0,0
11,139,80 04:21:33.535,12,8,0,0,0
1,140,80 04:21:33.535,8,3,0,0,12.666666666666666
2,140,80 04:21:33.535,8,2,0,0,2.5
3,140,80 04:21:33.535,8,15,0,0,5.5
4,140,80 04:21:33.535,8,11,0,0,3.3333333333333335
5,140,80 04:21:33.535,8,4,0,0,0
6,140,80 04:21:33.535,8,13,0,0,9.5
7,140,80 04:21:33.535,8,5,0,0,6
8,140,80 04:21:33.535,8,7,0,0,0
9,140,80 04:21:33.535,8,9,0,0,5
10,140,80 04:21:33.535,8,12,0,0,0
1,141,80 04:21:33.536,13,5,0,0,16.5
2,141,80 04:21:33.536,13,9,0,0,6.75
3,141,80 04:21:33.536,13,8,0,0,0
4,141,80 04:21:33.536,13,6,0,0,0
5,141,80 04:21:33.536,13,2,0,0,7
6,141,80 04:21:33.536,13,12,0,0,0
7,141,80 04:21:33.536,13,14,0,0,0
8,141,80 04:21:33.536,13,3,0,0,0
9,141,80 04:21:33.536,13,11,0,0,4
10,141,80 04:21:33.536,13,7,0,0,0
11,141,80 04:21:33.536,13,10,0,0,0
12,141,80 04:21:33.536,13,4,0,0,0
1,142,80 04:21:33.536,14,4,0,0,5.5
2,142,80 04:21:33.536,14,6,0,0,2
3,142,80 04:21:33.536,14,5,0,0,0
4,142,80 04:21:33.536,14,9,0,0,0
5,142,80 04:21:33.536,14,2,0,0,0
6,142,80 04:21:33.536,14,8,0,0,0
7,142,80 04:21:33.536,14,12,0,0,0
8,142,80 04:21:33.536,14,13,0,0,0
9,142,80 04:21:33.536,14,10,0,0,0
10,142,80 04:21:33.536,14,7,0,0,0
11,142,80 04:21:33.536,14,3,0,0,0
1,143,80 04:21:33.536,2,9,0,0,14
2,143,80 04:21:33.536,2,6,0,0,2.3333333333333335
3,143,80 04:21:33.536,2,3,0,0,12
4,143,80 04:21:33.536,2,4,0,0,8
5,143,80 04:21:33.536,2,15,0,0,0
6,143,80 04:21:33.536,2,5,0,0,2.3333333333333335
7,143,80 04:21:33.536,2,7,0,0,0
8,143,80 04:21:33.536,2,11,0,0,0
9,143,80 04:21:33.536,2,13,0,0,0
10,143,80 04:21:33.536,2,12,0,0,1.5
1,144,80 04:21:33.536,15,3,0,0,14
2,144,80 04:21:33.536,15,11,0,0,8
3,144,80 04:21:33.536,15,7,0,0,8
4,144,80 04:21:33.536,15,4,0,0,7
5,144,80 04:21:33.536,15,5,0,0,0
6,144,80 04:21:33.536,15,2,0,0,0
7,144,80 04:21:33.536,15,8,0,0,0
8,144,80 04:21:33.536,15,12,0,0,0
1,145,80 04:21:33.536,12,2,0,0,8.25
2,145,80 04:21:33.536,12,10,0,0,4.75
3,145,80 04:21:33.536,12,7,0,0,3
4,145,80 04:21:33.536,12,15,0,0,0
5,145,80 04:21:33.536,12,4,0,0,16.5
6,145,80 04:21:33.536,12,8,0,0,0
7,145,80 04:21:33.536,12,3,0,0,0
8,145,80 04:21:33.536,12,5,0,0,0
9,145,80 04:21:33.536,12,11,0,0,2
10,145,80 04:21:33.536,12,14,0,0,0
11,145,80 04:21:33.536,12,9,0,0,0
1,146,80 04:21:33.536,8,13,0,0,9.5
2,146,80 04:21:33.536,8,5,0,0,3
3,146,80 04:21:33.536,8,7,0,0,0
4,146,80 04:21:33.536,8,4,0,0,0
5,146,80 04:21:33.536,8,3,0,0,14
6,146,80 04:21:33.536,8,9,0,0,4.5
7,146,80 04:21:33.536,8,11,0,0,2.3333333333333335
8,146,80 04:21:33.536,8,15,0,0,3
9,146,80 04:21:33.536,8,2,0,0,5.5
10,146,80 04:21:33.536,8,12,0,0,0
1,147,80 04:21:33.536,14,6,0,0,3
2,147,80 04:21:33.536,14,10,0,0,0
3,147,80 04:21:33.536,14,12,0,0,0
4,147,80 04:21:33.536,14,9,0,0,9.666666666666666
5,147,80 04:21:33.536,14,13,0,0,0
6,147,80 04:21:33.536,14,2,0,0,0
7,147,80 04:21:33.536,14,3,0,0,0
8,147,80 04:21:33.536,14,5,0,0,0
9,147,80 04:21:33.536,14,4,0,0,4
10,147,80 04:21:33.536,14,8,0,0,0
11,147,80 04:21:33.536,14,7,0,0,0
1,148,80 04:21:33.537,2,4,0,0,8.5
2,148,80 04:21:33.537,2,7,0,0,0.5
3,148,80 04:21:33.537,2,14,0,0,0
4,148,80 04:21:33.537,2,10,0,0,11.5
5,148,80 04:21:33.537,2,3,0,0,12.5
6,148,80 04:21:33.537,2,12,0,0,0.3333333333333333
7,148,80 04:21:33.537,2,5,0,0,2
8,148,80 04:21:33.537,2,6,0,0,0.25
9,148,80 04:21:33.537,2,9,0,0,10
10,148,80 04:21:33.537,2,15,0,0,0
11,148,80 04:21:33.537,2,11,0,0,0
1,149,80 04:21:33.537,8,15,0,0,1.5
2,149,80 04:21:33.537,8,11,0,0,0.3333333333333333
3,149,80 04:21:33.537,8,9,0,0,0
4,149,80 04:21:33.537,8,2,0,0,5
5,149,80 04:21:33.537,8,4,0,0,0
6,149,80 04:21:33.537,8,3,0,0,15
7,149,80 04:21:33.537,8,12,0,0,0
8,149,80 04:21:33.537,8,5,0,0,5.666666666666667
9,149,80 04:21:33.537,8,13,0,0,7.5
10,149,80 04:21:33.537,8,7,0,0,0
1,150,80 04:21:33.538,12,4,0,0,12.75
2,150,80 04:21:33.538,12,2,0,0,0.5
3,150,80 04:21:33.538,12,7,0,0,2.25
4,150,80 04:21:33.538,12,11,0,0,0
5,150,80 04:21:33.538,12,3,0,0,0
6,150,80 04:21:33.538,12,10,0,0,2.75
7,150,80 04:21:33.538,12,9,0,0,0
8,150,80 04:21:33.538,12,5,0,0,0
9,150,80 04:21:33.538,12,8,0,0,0
10,150,80 04:21:33.538,12,15,0,0,0
11,150,80 04:21:33.538,12,14,0,0,0
1,151,80 04:21:33.538,9,8,0,0,5.333333333333333
2,151,80 04:21:33.538,9,6,0,0,6
3,151,80 04:21:33.538,9,5,0,0,8
4,151,80 04:21:33.538,9,14,0,0,0
5,151,80 04:21:33.538,9,2,0,0,0.75
6,151,80 04:21:33.538,9,13,0,0,0
7,151,80 04:21:33.538,9,4,0,0,0
8,151,80 04:21:33.538,9,10,0,0,0
9,151,80 04:21:33.538,9,3,0,0,0
10,151,80 04:21:33.538,9,15,0,0,0
11,151,80 04:21:33.538,9,7,0,0,0
1,152,80 04:21:33.538,2,9,0,0,7
2,152,80 04:21:33.538,2,3,0,0,4.333333333333333
3,152,80 04:21:33.538,2,6,0,0,0
4,152,80 04:21:33.538,2,4,0,0,15
5,152,80 04:21:33.538,2,15,0,0,0
6,152,80 04:21:33.538,2,5,0,0,0
7,152,80 04:21:33.538,2,11,0,0,0
8,152,80 04:21:33.538,2,7,0,0,0
9,152,80 04:21:33.538,2,14,0,0,0
10,152,80 04:21:33.538,2,13,0,0,0
11,152,80 04:21:33.538,2,12,0,0,0
12,152,80 04:21:33.538,2,10,0,0,0
1,153,80 04:21:33.538,2,4,0,0,13.666666666666666
2,153,80 04:21:33.538,2,3,0,0,4
3,153,80 04:21:33.538,2,10,0,0,0
4,153,80 04:21:33.538,2,14,0,0,0
5,153,80 04:21:33.538,2,7,0,0,2.6666666666666665
6,153,80 04:21:33.538,2,12,0,0,0
7,153,80 04:21:33.538,2,5,0,0,0
8,153,80 04:21:33.538,2,11,0,0,0
9,153,80 04:21:33.538,2,9,0,0,0
10,153,80 04:21:33.538,2,6,0,0,0
11,153,80 04:21:33.538,2,15,0,0,0
1,154,80 04:21:33.539,14,9,0,0,0
2,154,80 04:21:33.539,14,3,0,0,0
3,154,80 04:21:33.539,14,10,0,0,2.3333333333333335
4,154,80 04:21:33.539,14,2,0,0,0
5,154,80 04:21:33.539,14,6,0,0,1.6666666666666667
6,154,80 04:21:33.539,14,5,0,0,0
7,154,80 04:21:33.539,14,13,0,0,0
8,154,80 04:21:33.539,14,12,0,0,0
9,154,80 04:21:33.539,14,4,0,0,2.5
10,154,80 04:21:33.539,14,8,0,0,0
11,154,80 04:21:33.539,14,7,0,0,0
1,155,80 04:21:33.539,9,2,0,0,1.75
2,155,80 04:21:33.539,9,5,0,0,7.5
3,155,80 04:21:33.539,9,6,0,0,3.75
4,155,80 04:21:33.539,9,8,0,0,3.3333333333333335
5,155,80 04:21:33.539,9,13,0,0,0
6,155,80 04:21:33.539,9,7,0,0,0
7,155,80 04:21:33.539,9,3,0,0,0
8,155,80 04:21:33.539,9,10,0,0,0
9,155,80 04:21:33.539,9,14,0,0,0
10,155,80 04:21:33.539,9,15,0,0,0
11,155,80 04:21:33.539,9,11,0,0,0
1,156,80 04:21:33.540,14,3,0,0,0
2,156,80 04:21:33.540,14,10,0,0,2.6666666666666665
3,156,80 04:21:33.540,14,12,0,0,0
4,156,80 04:21:33.540,14,6,0,0,0.3333333333333333
5,156,80 04:21:33.540,14,9,0,0,0
6,156,80 04:21:33.540,14,5,0,0,0
7,156,80 04:21:33.540,14,2,0,0,0
8,156,80 04:21:33.540,14,13,0,0,0
9,156,80 04:21:33.540,14,4,0,0,5
10,156,80 04:21:33.540,14,7,0,0,0
11,156,80 04:21:33.540,14,8,0,0,0
1,158,80 04:21:33.540,12,4,0,0,11.333333333333334
2,158,80 04:21:33.540,12,10,0,0,3.6666666666666665
3,158,80 04:21:33.540,12,7,0,0,7
4,158,80 04:21:33.540,12,2,0,0,2.3333333333333335
5,158,80 04:21:33.540,12,5,0,0,0
6,158,80 04:21:33.540,12,15,0,0,0
7,158,80 04:21:33.540,12,3,0,0,0
8,158,80 04:21:33.540,12,11,0,0,0
9,158,80 04:21:33.540,12,8,0,0,0
10,158,80 04:21:33.540,12,14,0,0,0
1,159,80 04:21:33.540,2,3,0,0,9.5
2,159,80 04:21:33.540,2,5,0,0,8.75
3,159,80 04:21:33.540,2,7,0,0,3.3333333333333335
4,159,80 04:21:33.540,2,9,0,0,0.25
5,159,80 04:21:33.540,2,12,0,0,0
6,159,80 04:21:33.540,2,4,0,0,4.5
7,159,80 04:21:33.540,2,15,0,0,0
8,159,80 04:21:33.540,2,10,0,0,0
9,159,80 04:21:33.540,2,14,0,0,0
10,159,80 04:21:33.540,2,6,0,0,12.666666666666666
11,159,80 04:21:33.540,2,11,0,0,0
1,160,80 04:21:33.541,13,2,0,0,4
2,160,80 04:21:33.541,13,6,0,0,3.5
3,160,80 04:21:33.541,13,9,0,0,0
4,160,80 04:21:33.541,13,8,0,0,0
5,160,80 04:21:33.541,13,12,0,0,0
6,160,80 04:21:33.541,13,3,0,0,0
7,160,80 04:21:33.541,13,5,0,0,3.3333333333333335
8,160,80 04:21:33.541,13,7,0,0,0
9,160,80 04:21:33.541,13,4,0,0,0
10,160,80 04:21:33.541,13,11,0,0,0
11,160,80 04:21:33.541,13,15,0,0,0
12,160,80 04:21:33.541,13,10,0,0,0
13,160,80 04:21:33.541,13,14,0,0,0
1,162,80 04:21:33.542,13,3,0,0,6
2,162,80 04:21:33.542,13,9,0,0,0.3333333333333333
3,162,80 04:21:33.542,13,2,0,0,0
4,162,80 04:21:33.542,13,6,0,0,0
5,162,80 04:21:33.542,13,12,0,0,0
6,162,80 04:21:33.542,13,5,0,0,5.666666666666667
7,162,80 04:21:33.542,13,8,0,0,0
8,162,80 04:21:33.542,13,4,0,0,0
9,162,80 04:21:33.542,13,10,0,0,0
10,162,80 04:21:33.542,13,14,0,0,0
11,162,80 04:21:33.542,13,15,0,0,0
12,162,80 04:21:33.542,13,11,0,0,0
1,163,80 04:21:33.542,2,7,0,0,4.5
2,163,80 04:21:33.542,2,4,0,0,1.5
3,163,80 04:21:33.542,2,3,0,0,4.5
4,163,80 04:21:33.542,2,12,0,0,3
5,163,80 04:21:33.542,2,5,0,0,4.5
6,163,80 04:21:33.542,2,13,0,0,0
7,163,80 04:21:33.542,2,15,0,0,0
8,163,80 04:21:33.542,2,6,0,0,7.333333333333333
9,163,80 04:21:33.542,2,9,0,0,0
10,163,80 04:21:33.542,2,10,0,0,0
11,163,80 04:21:33.542,2,8,0,0,0
1,164,80 04:21:33.542,12,7,0,0,5
2,164,80 04:21:33.542,12,11,0,0,0
3,164,80 04:21:33.542,12,4,0,0,8.333333333333334
4,164,80 04:21:33.542,12,2,0,0,1.6666666666666667
5,164,80 04:21:33.542,12,10,0,0,3.6666666666666665
6,164,80 04:21:33.542,12,8,0,0,0
7,164,80 04:21:33.542,12,15,0,0,0
8,164,80 04:21:33.542,12,5,0,0,0
9,164,80 04:21:33.542,12,3,0,0,0
10,164,80 04:21:33.542,12,9,0,0,0
1,165,80 04:21:33.543,8,3,0,0,8.333333333333334
2,165,80 04:21:33.543,8,15,0,0,5.25
3,165,80 04:21:33.543,8,11,0,0,0.25
4,165,80 04:21:33.543,8,10,0,0,0
5,165,80 04:21:33.543,8,14,0,0,0
6,165,80 04:21:33.543,8,7,0,0,0
7,165,80 04:21:33.543,8,4,0,0,0
8,165,80 04:21:33.543,8,5,0,0,3
9,165,80 04:21:33.543,8,13,0,0,12
10,165,80 04:21:33.543,8,2,0,0,5.333333333333333
11,165,80 04:21:33.543,8,9,0,0,5
12,165,80 04:21:33.543,8,6,0,0,0
13,165,80 04:21:33.543,8,12,0,0,0
1,166,80 04:21:33.544,13,5,0,0,9.333333333333334
2,166,80 04:21:33.544,13,9,0,0,0.6666666666666666
3,166,80 04:21:33.544,13,8,0,0,0
4,166,80 04:21:33.544,13,10,0,0,0
5,166,80 04:21:33.544,13,15,0,0,0
6,166,80 04:21:33.544,13,14,0,0,0
7,166,80 04:21:33.544,13,3,0,0,0
8,166,80 04:21:33.544,13,2,0,0,1
9,166,80 04:21:33.544,13,6,0,0,0.5
10,166,80 04:21:33.544,13,4,0,0,0
11,166,80 04:21:33.544,13,11,0,0,0
12,166,80 04:21:33.544,13,12,0,0,0
1,167,80 04:21:33.544,15,3,0,0,33
2,167,80 04:21:33.544,15,8,0,0,7
3,167,80 04:21:33.544,15,7,0,0,0
4,167,80 04:21:33.544,15,10,0,0,0
5,167,80 04:21:33.544,15,5,0,0,0
6,167,80 04:21:33.544,15,11,0,0,0
7,167,80 04:21:33.544,15,2,0,0,0
8,167,80 04:21:33.544,15,6,0,0,0
1,168,80 04:21:33.545,14,10,0,0,2.5
2,168,80 04:21:33.545,14,6,0,0,1.25
3,168,80 04:21:33.545,14,5,0,0,0
4,168,80 04:21:33.545,14,9,0,0,0.75
5,168,80 04:21:33.545,14,2,0,0,0
6,168,80 04:21:33.545,14,12,0,0,0
7,168,80 04:21:33.545,14,4,0,0,4
8,168,80 04:21:33.545,14,3,0,0,0
9,168,80 04:21:33.545,14,11,0,0,0
10,168,80 04:21:33.545,14,13,0,0,0
11,168,80 04:21:33.545,14,7,0,0,0
12,168,80 04:21:33.545,14,8,0,0,0
1,169,80 04:21:33.545,8,9,0,0,2.6666666666666665
2,169,80 04:21:33.545,8,11,0,0,1.5
3,169,80 04:21:33.545,8,15,0,0,4
4,169,80 04:21:33.545,8,2,0,0,1.3333333333333333
5,169,80 04:21:33.545,8,4,0,0,0
6,169,80 04:21:33.545,8,3,0,0,9.333333333333334
7,169,80 04:21:33.545,8,5,0,0,1.3333333333333333
8,169,80 04:21:33.545,8,12,0,0,0
9,169,80 04:21:33.545,8,10,0,0,2
10,169,80 04:21:33.545,8,14,0,0,0
11,169,80 04:21:33.545,8,7,0,0,0
12,169,80 04:21:33.545,8,13,0,0,8
1,171,80 04:21:33.546,12,7,0,0,6.25
2,171,80 04:21:33.546,12,15,0,0,0.5
3,171,80 04:21:33.546,12,4,0,0,12
4,171,80 04:21:33.546,12,2,0,0,1.5
5,171,80 04:21:33.546,12,11,0,0,0
6,171,80 04:21:33.546,12,3,0,0,0
7,171,80 04:21:33.546,12,5,0,0,0.3333333333333333
8,171,80 04:21:33.546,12,8,0,0,0
9,171,80 04:21:33.546,12,14,0,0,0
10,171,80 04:21:33.546,12,9,0,0,0
11,171,80 04:21:33.546,12,10,0,0,10.5
1,172,80 04:21:33.546,13,2,0,0,0
2,172,80 04:21:33.546,13,6,0,0,2.3333333333333335
3,172,80 04:21:33.546,13,9,0,0,0
4,172,80 04:21:33.546,13,5,0,0,8.666666666666666
5,172,80 04:21:33.546,13,8,0,0,0
6,172,80 04:21:33.546,13,12,0,0,0
7,172,80 04:21:33.546,13,3,0,0,0
8,172,80 04:21:33.546,13,7,0,0,0
9,172,80 04:21:33.546,13,4,0,0,4
10,172,80 04:21:33.546,13,11,0,0,0
11,172,80 04:21:33.546,13,14,0,0,0
12,172,80 04:21:33.546,13,10,0,0,0
13,172,80 04:21:33.546,13,15,0,0,0
1,174,80 04:21:33.547,14,6,0,0,4.25
2,174,80 04:21:33.547,14,9,0,0,0
3,174,80 04:21:33.547,14,10,0,0,3.25
4,174,80 04:21:33.547,14,12,0,0,0
5,174,80 04:21:33.547,14,3,0,0,0
6,174,80 04:21:33.547,14,2,0,0,0
7,174,80 04:21:33.547,14,5,0,0,0
8,174,80 04:21:33.547,14,13,0,0,0
9,174,80 04:21:33.547,14,4,0,0,5.5
10,174,80 04:21:33.547,14,11,0,0,0
11,174,80 04:21:33.547,14,15,0,0,0
1,176,80 04:21:33.547,12,4,0,0,10.75
2,176,80 04:21:33.547,12,2,0,0,3.75
3,176,80 04:21:33.547,12,7,0,0,6.75
4,176,80 04:21:33.547,12,14,0,0,0
5,176,80 04:21:33.547,12,11,0,0,0.3333333333333333
6,176,80 04:21:33.547,12,9,0,0,0
7,176,80 04:21:33.547,12,5,0,0,2.5
8,176,80 04:21:33.547,12,6,0,0,0
9,176,80 04:21:33.547,12,15,0,0,0
10,176,80 04:21:33.547,12,3,0,0,0
11,176,80 04:21:33.547,12,10,0,0,6.666666666666667
12,176,80 04:21:33.547,12,8,0,0,0
1,177,80 04:21:33.549,8,5,0,0,3.75
2,177,80 04:21:33.549,8,9,0,0,5.333333333333333
3,177,80 04:21:33.549,8,3,0,0,5.75
4,177,80 04:21:33.549,8,13,0,0,3.3333333333333335
5,177,80 04:21:33.549,8,2,0,0,0
6,177,80 04:21:33.549,8,10,0,0,0
7,177,80 04:21:33.549,8,7,0,0,0
8,177,80 04:21:33.549,8,15,0,0,0
9,177,80 04:21:33.549,8,11,0,0,0
10,177,80 04:21:33.549,8,12,0,0,0
11,177,80 04:21:33.549,8,4,0,0,0
1,178,80 04:21:33.549,15,11,0,0,11
2,178,80 04:21:33.549,15,8,0,0,1
3,178,80 04:21:33.549,15,7,0,0,0
4,178,80 04:21:33.549,15,3,0,0,0
5,178,80 04:21:33.549,15,5,0,0,0
6,178,80 04:21:33.549,15,13,0,0,0
7,178,80 04:21:33.549,15,4,0,0,0
8,178,80 04:21:33.549,15,2,0,0,0
1,180,80 04:21:33.550,12,4,0,0,9.333333333333334
2,180,80 04:21:33.550,12,7,0,0,15.666666666666666
3,180,80 04:21:33.550,12,2,0,0,2.5
4,180,80 04:21:33.550,12,11,0,0,0
5,180,80 04:21:33.550,12,14,0,0,0
6,180,80 04:21:33.550,12,9,0,0,0
7,180,80 04:21:33.550,12,5,0,0,2
8,180,80 04:21:33.550,12,15,0,0,0
9,180,80 04:21:33.550,12,10,0,0,18
10,180,80 04:21:33.550,12,3,0,0,0
11,180,80 04:21:33.550,12,8,0,0,0
1,182,80 04:21:33.551,8,3,0,0,7
2,182,80 04:21:33.551,8,11,0,0,1.3333333333333333
3,182,80 04:21:33.551,8,13,0,0,1.3333333333333333
4,182,80 04:21:33.551,8,2,0,0,0
5,182,80 04:21:33.551,8,15,0,0,0
6,182,80 04:21:33.551,8,12,0,0,0
7,182,80 04:21:33.551,8,5,0,0,4.5
8,182,80 04:21:33.551,8,10,0,0,0
9,182,80 04:21:33.551,8,4,0,0,0
10,182,80 04:21:33.551,8,7,0,0,0
11,182,80 04:21:33.551,8,9,0,0,9.333333333333334
12,182,80 04:21:33.551,8,6,0,0,0
1,183,80 04:21:33.551,15,11,0,0,10
2,183,80 04:21:33.551,15,8,0,0,0
3,183,80 04:21:33.551,15,3,0,0,0
4,183,80 04:21:33.551,15,7,0,0,0
5,183,80 04:21:33.551,15,5,0,0,0
6,183,80 04:21:33.551,15,4,0,0,0
7,183,80 04:21:33.551,15,2,0,0,0
8,183,80 04:21:33.551,15,14,0,0,0
1,184,80 04:21:33.551,8,5,0,0,5.333333333333333
2,184,80 04:21:33.551,8,13,0,0,0.6666666666666666
3,184,80 04:21:33.551,8,7,0,0,0
4,184,80 04:21:33.551,8,4,0,0,0
5,184,80 04:21:33.551,8,9,0,0,7
6,184,80 04:21:33.551,8,3,0,0,8.25
7,184,80 04:21:33.551,8,15,0,0,0
8,184,80 04:21:33.551,8,11,0,0,0
9,184,80 04:21:33.551,8,2,0,0,0
10,184,80 04:21:33.551,8,12,0,0,0
11,184,80 04:21:33.551,8,6,0,0,0
12,184,80 04:21:33.551,8,10,0,0,0
1,185,80 04:21:33.553,13,9,0,0,12.25
2,185,80 04:21:33.553,13,4,0,0,12
3,185,80 04:21:33.553,13,5,0,0,12
4,185,80 04:21:33.553,13,8,0,0,7.75
5,185,80 04:21:33.553,13,6,0,0,0
6,185,80 04:21:33.553,13,11,0,0,0
7,185,80 04:21:33.553,13,14,0,0,0
8,185,80 04:21:33.553,13,3,0,0,0
9,185,80 04:21:33.553,13,2,0,0,0.6666666666666666
10,185,80 04:21:33.553,13,7,0,0,0
11,185,80 04:21:33.553,13,15,0,0,0
12,185,80 04:21:33.553,13,10,0,0,0
1,186,80 04:21:33.553,12,10,0,0,29
2,186,80 04:21:33.553,12,4,0,0,4
3,186,80 04:21:33.553,12,3,0,0,0
4,186,80 04:21:33.553,12,7,0,0,5.333333333333333
5,186,80 04:21:33.553,12,14,0,0,0
6,186,80 04:21:33.553,12,5,0,0,0
7,186,80 04:21:33.553,12,9,0,0,0
8,186,80 04:21:33.553,12,11,0,0,0
9,186,80 04:21:33.553,12,2,0,0,2.5
10,186,80 04:21:33.553,12,6,0,0,0
11,186,80 04:21:33.553,12,15,0,0,0
12,186,80 04:21:33.553,12,8,0,0,0
1,187,80 04:21:33.554,15,11,0,0,16
2,187,80 04:21:33.554,15,8,0,0,1
3,187,80 04:21:33.554,15,5,0,0,0
4,187,80 04:21:33.554,15,3,0,0,0
5,187,80 04:21:33.554,15,4,0,0,0
6,187,80 04:21:33.554,15,7,0,0,0
7,187,80 04:21:33.554,15,13,0,0,0
8,187,80 04:21:33.554,15,2,0,0,0
1,188,80 04:21:33.554,13,5,0,0,14
2,188,80 04:21:33.554,13,4,0,0,8
3,188,80 04:21:33.554,13,6,0,0,0.25
4,188,80 04:21:33.554,13,8,0,0,0
5,188,80 04:21:33.554,13,11,0,0,0
6,188,80 04:21:33.554,13,9,0,0,9.25
