Index,EntryIndex,Timestamp,ServingCellID,NeighborCellID,Neighbor_Avg_RSRP,Neighbor_Avg_RSRQ,Neighbor_Avg_SINR
9,67,80 04:21:33.511,2,3,0,0,3.5
10,67,80 04:21:33.511,2,13,0,0,0
11,67,80 04:21:33.511,2,8,0,0,0
1,68,80 04:21:33.512,8,3,0,0,8
2,68,80 04:21:33.512,8,13,0,0,6
3,68,80 04:21:33.512,8,4,0,0,0
4,68,80 04:21:33.512,8,5,0,0,6
5,68,80 04:21:33.512,8,10,0,0,0
6,68,80 04:21:33.512,8,9,0,0,0
7,68,80 04:21:33.512,8,15,0,0,0
8,68,80 04:21:33.512,8,7,0,0,0
9,68,80 04:21:33.512,8,2,0,0,0
10,68,80 04:21:33.512,8,11,0,0,0
1,70,80 04:21:33.512,9,6,0,0,13.75
2,70,80 04:21:33.512,9,5,0,0,14.25
3,70,80 04:21:33.512,9,10,0,0,4.666666666666667
4,70,80 04:21:33.512,9,4,0,0,0
5,70,80 04:21:33.512,9,7,0,0,0
6,70,80 04:21:33.512,9,2,0,0,7
7,70,80 04:21:33.512,9,14,0,0,0
8,70,80 04:21:33.512,9,3,0,0,0.5
9,70,80 04:21:33.512,9,8,0,0,1.5
10,70,80 04:21:33.512,9,13,0,0,0
11,70,80 04:21:33.512,9,12,0,0,0
1,71,80 04:21:33.513,13,9,0,0,7
2,71,80 04:21:33.513,13,6,0,0,2
3,71,80 04:21:33.513,13,5,0,0,8.5
4,71,80 04:21:33.513,13,2,0,0,0
5,71,80 04:21:33.513,13,8,0,0,0
6,71,80 04:21:33.513,13,14,0,0,0
7,71,80 04:21:33.513,13,3,0,0,0
8,71,80 04:21:33.513,13,4,0,0,0
9,71,80 04:21:33.513,13,10,0,0,0
10,71,80 04:21:33.513,13,11,0,0,0
1,73,80 04:21:33.513,12,4,0,0,11
2,73,80 04:21:33.513,12,7,0,0,3
3,73,80 04:21:33.513,12,10,0,0,0
4,73,80 04:21:33.513,12,13,0,0,0
5,73,80 04:21:33.513,12,15,0,0,0
6,73,80 04:21:33.513,12,11,0,0,0
7,73,80 04:21:33.513,12,2,0,0,0
8,73,80 04:21:33.513,12,5,0,0,0
9,73,80 04:21:33.513,12,3,0,0,0
10,73,80 04:21:33.513,12,9,0,0,0
1,74,80 04:21:33.513,8,13,0,0,4
2,74,80 04:21:33.513,8,3,0,0,3.5
3,74,80 04:21:33.513,8,4,0,0,0
4,74,80 04:21:33.513,8,5,0,0,7
5,74,80 04:21:33.513,8,9,0,0,0
6,74,80 04:21:33.513,8,10,0,0,0
7,74,80 04:21:33.513,8,15,0,0,0
8,74,80 04:21:33.513,8,7,0,0,0
9,74,80 04:21:33.513,8,11,0,0,2
10,74,80 04:21:33.513,8,2,0,0,0
1,75,80 04:21:33.513,13,5,0,0,9
2,75,80 04:21:33.513,13,8,0,0,0
3,75,80 04:21:33.513,13,6,0,0,2.5
4,75,80 04:21:33.513,13,10,0,0,0
5,75,80 04:21:33.513,13,2,0,0,0
6,75,80 04:21:33.513,13,9,0,0,1.5
7,75,80 04:21:33.513,13,14,0,0,0
8,75,80 04:21:33.513,13,3,0,0,0
9,75,80 04:21:33.513,13,4,0,0,0
1,76,80 04:21:33.513,9,5,0,0,14.75
2,76,80 04:21:33.513,9,8,0,0,3.6666666666666665
3,76,80 04:21:33.513,9,6,0,0,15.25
4,76,80 04:21:33.513,9,10,0,0,2
5,76,80 04:21:33.513,9,14,0,0,0
6,76,80 04:21:33.513,9,4,0,0,0
7,76,80 04:21:33.513,9,13,0,0,0
8,76,80 04:21:33.513,9,12,0,0,0
9,76,80 04:21:33.513,9,2,0,0,5
10,76,80 04:21:33.513,9,11,0,0,0
11,76,80 04:21:33.513,9,15,0,0,0
12,76,80 04:21:33.513,9,3,0,0,0
1,77,80 04:21:33.514,13,8,0,0,6
2,77,80 04:21:33.514,13,5,0,0,10.666666666666666
3,77,80 04:21:33.514,13,14,0,0,0
4,77,80 04:21:33.514,13,10,0,0,0
5,77,80 04:21:33.514,13,2,0,0,0
6,77,80 04:21:33.514,13,6,0,0,6
7,77,80 04:21:33.514,13,3,0,0,0
8,77,80 04:21:33.514,13,11,0,0,0
9,77,80 04:21:33.514,13,9,0,0,0
10,77,80 04:21:33.514,13,7,0,0,0
11,77,80 04:21:33.514,13,12,0,0,0
1,78,80 04:21:33.514,9,6,0,0,13.5
2,78,80 04:21:33.514,9,3,0,0,0
3,78,80 04:21:33.514,9,5,0,0,13.5
4,78,80 04:21:33.514,9,14,0,0,0
5,78,80 04:21:33.514,9,10,0,0,3.3333333333333335
6,78,80 04:21:33.514,9,13,0,0,0
7,78,80 04:21:33.514,9,2,0,0,5
8,78,80 04:21:33.514,9,4,0,0,0
9,78,80 04:21:33.514,9,8,0,0,1.5
10,78,80 04:21:33.514,9,11,0,0,0
11,78,80 04:21:33.514,9,12,0,0,0
12,78,80 04:21:33.514,9,15,0,0,0
1,79,80 04:21:33.514,9,6,0,0,13.25
2,79,80 04:21:33.514,9,3,0,0,4
3,79,80 04:21:33.514,9,5,0,0,11.75
4,79,80 04:21:33.514,9,2,0,0,4.25
5,79,80 04:21:33.514,9,14,0,0,0
6,79,80 04:21:33.514,9,13,0,0,0
7,79,80 04:21:33.514,9,10,0,0,1.5
8,79,80 04:21:33.514,9,4,0,0,0
9,79,80 04:21:33.514,9,8,0,0,6
10,79,80 04:21:33.514,9,15,0,0,0
11,79,80 04:21:33.514,9,11,0,0,0
12,79,80 04:21:33.514,9,12,0,0,0
1,80,80 04:21:33.514,2,4,0,0,0.5
2,80,80 04:21:33.514,2,15,0,0,0
3,80,80 04:21:33.514,2,5,0,0,3.5
4,80,80 04:21:33.514,2,6,0,0,0
5,80,80 04:21:33.514,2,11,0,0,0
6,80,80 04:21:33.514,2,10,0,0,0
7,80,80 04:21:33.514,2,3,0,0,0
8,80,80 04:21:33.514,2,8,0,0,0
9,80,80 04:21:33.514,2,9,0,0,0
1,81,80 04:21:33.515,9,6,0,0,13
2,81,80 04:21:33.515,9,2,0,0,10
3,81,80 04:21:33.515,9,5,0,0,11.666666666666666
4,81,80 04:21:33.515,9,3,0,0,0
5,81,80 04:21:33.515,9,13,0,0,0
6,81,80 04:21:33.515,9,14,0,0,0
7,81,80 04:21:33.515,9,10,0,0,2
8,81,80 04:21:33.515,9,4,0,0,0
9,81,80 04:21:33.515,9,8,0,0,8
10,81,80 04:21:33.515,9,11,0,0,0
11,81,80 04:21:33.515,9,12,0,0,0
12,81,80 04:21:33.515,9,7,0,0,0
1,83,80 04:21:33.515,12,4,0,0,20
2,83,80 04:21:33.515,12,2,0,0,3
3,83,80 04:21:33.515,12,6,0,0,0
4,83,80 04:21:33.515,12,14,0,0,0
5,83,80 04:21:33.515,12,5,0,0,0
6,83,80 04:21:33.515,12,8,0,0,0
7,83,80 04:21:33.515,12,10,0,0,5
8,83,80 04:21:33.515,12,7,0,0,0
9,83,80 04:21:33.515,12,3,0,0,0
10,83,80 04:21:33.515,12,9,0,0,0
11,83,80 04:21:33.515,12,11,0,0,0
12,83,80 04:21:33.515,12,13,0,0,0
13,83,80 04:21:33.515,12,15,0,0,0
1,84,80 04:21:33.515,14,6,0,0,9.5
2,84,80 04:21:33.515,14,10,0,0,0
3,84,80 04:21:33.515,14,5,0,0,0
4,84,80 04:21:33.515,14,2,0,0,0.5
5,84,80 04:21:33.515,14,9,0,0,4.5
6,84,80 04:21:33.515,14,12,0,0,0
7,84,80 04:21:33.515,14,8,0,0,0
8,84,80 04:21:33.515,14,11,0,0,0
9,84,80 04:21:33.515,14,4,0,0,0
10,84,80 04:21:33.515,14,3,0,0,0
11,84,80 04:21:33.515,14,15,0,0,0
12,84,80 04:21:33.515,14,7,0,0,0
1,85,80 04:21:33.516,9,5,0,0,19.666666666666668
2,85,80 04:21:33.516,9,2,0,0,8.75
3,85,80 04:21:33.516,9,13,0,0,0
4,85,80 04:21:33.516,9,8,0,0,4
5,85,80 04:21:33.516,9,4,0,0,0
6,85,80 04:21:33.516,9,6,0,0,13.25
7,85,80 04:21:33.516,9,11,0,0,0
8,85,80 04:21:33.516,9,12,0,0,0
9,85,80 04:21:33.516,9,10,0,0,4.666666666666667
10,85,80 04:21:33.516,9,14,0,0,0
11,85,80 04:21:33.516,9,7,0,0,0
12,85,80 04:21:33.516,9,3,0,0,1
1,86,80 04:21:33.516,14,6,0,0,7
2,86,80 04:21:33.516,14,5,0,0,0
3,86,80 04:21:33.516,14,10,0,0,0
4,86,80 04:21:33.516,14,2,0,0,0
5,86,80 04:21:33.516,14,12,0,0,0
6,86,80 04:21:33.516,14,8,0,0,0
7,86,80 04:21:33.516,14,11,0,0,0
8,86,80 04:21:33.516,14,9,0,0,2.5
9,86,80 04:21:33.516,14,4,0,0,0
10,86,80 04:21:33.516,14,7,0,0,0
1,88,80 04:21:33.517,12,4,0,0,17.333333333333332
2,88,80 04:21:33.517,12,10,0,0,3
3,88,80 04:21:33.517,12,11,0,0,0
4,88,80 04:21:33.517,12,3,0,0,0
5,88,80 04:21:33.517,12,9,0,0,0
6,88,80 04:21:33.517,12,7,0,0,1
7,88,80 04:21:33.517,12,14,0,0,0
8,88,80 04:21:33.517,12,5,0,0,0
9,88,80 04:21:33.517,12,2,0,0,2.5
10,88,80 04:21:33.517,12,6,0,0,0
11,88,80 04:21:33.517,12,8,0,0,0
12,88,80 04:21:33.517,12,13,0,0,0
13,88,80 04:21:33.517,12,15,0,0,0
1,89,80 04:21:33.517,2,9,0,0,9.5
2,89,80 04:21:33.517,2,3,0,0,19
3,89,80 04:21:33.517,2,4,0,0,4.5
4,89,80 04:21:33.517,2,10,0,0,0
5,89,80 04:21:33.517,2,11,0,0,0
6,89,80 04:21:33.517,2,15,0,0,0
7,89,80 04:21:33.517,2,6,0,0,0
8,89,80 04:21:33.517,2,5,0,0,7
9,89,80 04:21:33.517,2,8,0,0,0
10,89,80 04:21:33.517,2,12,0,0,0
1,90,80 04:21:33.517,12,4,0,0,13.666666666666666
2,90,80 04:21:33.517,12,2,0,0,0
3,90,80 04:21:33.517,12,6,0,0,0
4,90,80 04:21:33.517,12,10,0,0,4.333333333333333
5,90,80 04:21:33.517,12,5,0,0,0
6,90,80 04:21:33.517,12,8,0,0,0
7,90,80 04:21:33.517,12,7,0,0,0.6666666666666666
8,90,80 04:21:33.517,12,3,0,0,0
9,90,80 04:21:33.517,12,9,0,0,0
10,90,80 04:21:33.517,12,11,0,0,0
11,90,80 04:21:33.517,12,13,0,0,0
12,90,80 04:21:33.517,12,15,0,0,0
1,91,80 04:21:33.518,13,5,0,0,19.5
2,91,80 04:21:33.518,13,14,0,0,0
3,91,80 04:21:33.518,13,8,0,0,3.5
4,91,80 04:21:33.518,13,6,0,0,0
5,91,80 04:21:33.518,13,10,0,0,0
6,91,80 04:21:33.518,13,3,0,0,0
7,91,80 04:21:33.518,13,2,0,0,1.25
8,91,80 04:21:33.518,13,9,0,0,0
9,91,80 04:21:33.518,13,4,0,0,0
10,91,80 04:21:33.518,13,15,0,0,0
11,91,80 04:21:33.518,13,11,0,0,0
12,91,80 04:21:33.518,13,12,0,0,0
13,91,80 04:21:33.518,13,7,0,0,0
1,93,80 04:21:33.518,14,6,0,0,14.5
2,93,80 04:21:33.518,14,10,0,0,1.5
3,93,80 04:21:33.518,14,9,0,0,1.5
4,93,80 04:21:33.518,14,5,0,0,0.25
5,93,80 04:21:33.518,14,2,0,0,0
6,93,80 04:21:33.518,14,8,0,0,0
7,93,80 04:21:33.518,14,4,0,0,0
8,93,80 04:21:33.518,14,7,0,0,0
9,93,80 04:21:33.518,14,13,0,0,0
10,93,80 04:21:33.518,14,15,0,0,0
11,93,80 04:21:33.518,14,11,0,0,0
12,93,80 04:21:33.518,14,12,0,0,0
13,93,80 04:21:33.518,14,3,0,0,0
1,95,80 04:21:33.519,12,4,0,0,17.666666666666668
2,95,80 04:21:33.519,12,10,0,0,4.666666666666667
3,95,80 04:21:33.519,12,3,0,0,0
4,95,80 04:21:33.519,12,9,0,0,0
5,95,80 04:21:33.519,12,11,0,0,0
6,95,80 04:21:33.519,12,7,0,0,0.3333333333333333
7,95,80 04:21:33.519,12,2,0,0,0.6666666666666666
8,95,80 04:21:33.519,12,14,0,0,0
9,95,80 04:21:33.519,12,6,0,0,0
10,95,80 04:21:33.519,12,8,0,0,0
11,95,80 04:21:33.519,12,5,0,0,0
12,95,80 04:21:33.519,12,13,0,0,0
13,95,80 04:21:33.519,12,15,0,0,0
1,96,80 04:21:33.519,13,5,0,0,21.5
2,96,80 04:21:33.519,13,14,0,0,0
3,96,80 04:21:33.519,13,6,0,0,0
4,96,80 04:21:33.519,13,8,0,0,3.25
5,96,80 04:21:33.519,13,10,0,0,0
6,96,80 04:21:33.519,13,2,0,0,0.25
7,96,80 04:21:33.519,13,9,0,0,0
8,96,80 04:21:33.519,13,3,0,0,0
9,96,80 04:21:33.519,13,4,0,0,0
10,96,80 04:21:33.519,13,12,0,0,0
11,96,80 04:21:33.519,13,15,0,0,0
12,96,80 04:21:33.519,13,11,0,0,0
1,98,80 04:21:33.519,12,10,0,0,5.333333333333333
2,98,80 04:21:33.519,12,4,0,0,17
3,98,80 04:21:33.519,12,7,0,0,1
4,98,80 04:21:33.519,12,13,0,0,0
5,98,80 04:21:33.519,12,5,0,0,0
6,98,80 04:21:33.519,12,2,0,0,0
7,98,80 04:21:33.519,12,15,0,0,0
8,98,80 04:21:33.519,12,11,0,0,0
9,98,80 04:21:33.519,12,9,0,0,0
10,98,80 04:21:33.519,12,3,0,0,0
11,98,80 04:21:33.519,12,8,0,0,0
12,98,80 04:21:33.519,12,14,0,0,0
13,98,80 04:21:33.519,12,6,0,0,0
1,99,80 04:21:33.520,9,2,0,0,5.333333333333333
2,99,80 04:21:33.520,9,5,0,0,4.5
3,99,80 04:21:33.520,9,13,0,0,2.5
4,99,80 04:21:33.520,9,6,0,0,6.333333333333333
5,99,80 04:21:33.520,9,8,0,0,5.333333333333333
6,99,80 04:21:33.520,9,4,0,0,0
7,99,80 04:21:33.520,9,11,0,0,0
8,99,80 04:21:33.520,9,14,0,0,1
9,99,80 04:21:33.520,9,10,0,0,3.5
10,99,80 04:21:33.520,9,7,0,0,0
11,99,80 04:21:33.520,9,3,0,0,0
1,100,80 04:21:33.520,13,5,0,0,17.5
2,100,80 04:21:33.520,13,8,0,0,5.5
3,100,80 04:21:33.520,13,2,0,0,0
4,100,80 04:21:33.520,13,6,0,0,0
5,100,80 04:21:33.520,13,3,0,0,0
6,100,80 04:21:33.520,13,14,0,0,0
7,100,80 04:21:33.520,13,11,0,0,0
8,100,80 04:21:33.520,13,10,0,0,0
9,100,80 04:21:33.520,13,15,0,0,0
10,100,80 04:21:33.520,13,9,0,0,0
11,100,80 04:21:33.520,13,7,0,0,0
12,100,80 04:21:33.520,13,4,0,0,0
13,100,80 04:21:33.520,13,12,0,0,0
1,101,80 04:21:33.520,9,8,0,0,5.333333333333333
2,101,80 04:21:33.520,9,14,0,0,1.3333333333333333
3,101,80 04:21:33.520,9,13,0,0,1
4,101,80 04:21:33.520,9,10,0,0,4.5
5,101,80 04:21:33.520,9,2,0,0,8.333333333333334
6,101,80 04:21:33.520,9,4,0,0,0
7,101,80 04:21:33.520,9,5,0,0,5
8,101,80 04:21:33.520,9,6,0,0,6
9,101,80 04:21:33.520,9,11,0,0,0
10,101,80 04:21:33.520,9,3,0,0,0
11,101,80 04:21:33.520,9,7,0,0,0
1,102,80 04:21:33.520,12,10,0,0,6
2,102,80 04:21:33.520,12,4,0,0,14.333333333333334
3,102,80 04:21:33.520,12,7,0,0,0
4,102,80 04:21:33.520,12,2,0,0,0
5,102,80 04:21:33.520,12,13,0,0,0
6,102,80 04:21:33.520,12,11,0,0,0
7,102,80 04:21:33.520,12,15,0,0,0
8,102,80 04:21:33.520,12,9,0,0,0
9,102,80 04:21:33.520,12,6,0,0,0
10,102,80 04:21:33.520,12,8,0,0,0
11,102,80 04:21:33.520,12,3,0,0,0
12,102,80 04:21:33.520,12,14,0,0,0
1,104,80 04:21:33.521,12,4,0,0,11.666666666666666
2,104,80 04:21:33.521,12,2,0,0,0
3,104,80 04:21:33.521,12,7,0,0,0.6666666666666666
4,104,80 04:21:33.521,12,6,0,0,0
5,104,80 04:21:33.521,12,5,0,0,0
6,104,80 04:21:33.521,12,10,0,0,6
7,104,80 04:21:33.521,12,8,0,0,0
8,104,80 04:21:33.521,12,13,0,0,0
9,104,80 04:21:33.521,12,11,0,0,0
10,104,80 04:21:33.521,12,15,0,0,0
11,104,80 04:21:33.521,12,3,0,0,0
12,104,80 04:21:33.521,12,9,0,0,0
13,104,80 04:21:33.521,12,14,0,0,0
1,106,80 04:21:33.521,12,4,0,0,10.666666666666666
2,106,80 04:21:33.521,12,2,0,0,0
3,106,80 04:21:33.521,12,10,0,0,8.666666666666666
4,106,80 04:21:33.521,12,5,0,0,0
5,106,80 04:21:33.521,12,7,0,0,2.3333333333333335
6,106,80 04:21:33.521,12,6,0,0,0
7,106,80 04:21:33.521,12,8,0,0,0
8,106,80 04:21:33.521,12,13,0,0,0
9,106,80 04:21:33.521,12,9,0,0,0
10,106,80 04:21:33.521,12,3,0,0,0
11,106,80 04:21:33.521,12,11,0,0,0
12,106,80 04:21:33.521,12,14,0,0,0
13,106,80 04:21:33.521,12,15,0,0,0
1,107,80 04:21:33.522,12,7,0,0,3.6666666666666665
2,107,80 04:21:33.522,12,10,0,0,6.5
3,107,80 04:21:33.522,12,4,0,0,15
4,107,80 04:21:33.522,12,14,0,0,0
5,107,80 04:21:33.522,12,13,0,0,0
6,107,80 04:21:33.522,12,2,0,0,0
7,107,80 04:21:33.522,12,15,0,0,0
8,107,80 04:21:33.522,12,5,0,0,0
9,107,80 04:21:33.522,12,6,0,0,0
10,107,80 04:21:33.522,12,11,0,0,0
11,107,80 04:21:33.522,12,8,0,0,0
12,107,80 04:21:33.522,12,3,0,0,0
13,107,80 04:21:33.522,12,9,0,0,0
1,108,80 04:21:33.522,8,13,0,0,19
2,108,80 04:21:33.522,8,5,0,0,8
3,108,80 04:21:33.522,8,9,0,0,0
4,108,80 04:21:33.522,8,3,0,0,0
5,108,80 04:21:33.522,8,4,0,0,0
6,108,80 04:21:33.522,8,7,0,0,6.5
7,108,80 04:21:33.522,8,11,0,0,0
8,108,80 04:21:33.522,8,10,0,0,0
9,108,80 04:21:33.522,8,2,0,0,0
10,108,80 04:21:33.522,8,15,0,0,0
11,108,80 04:21:33.522,8,12,0,0,0
1,109,80 04:21:33.523,2,5,0,0,6.5
2,109,80 04:21:33.523,2,15,0,0,5
3,109,80 04:21:33.523,2,4,0,0,1.3333333333333333
4,109,80 04:21:33.523,2,3,0,0,15
5,109,80 04:21:33.523,2,6,0,0,7.666666666666667
6,109,80 04:21:33.523,2,9,0,0,0
7,109,80 04:21:33.523,2,7,0,0,0
8,109,80 04:21:33.523,2,11,0,0,0
9,109,80 04:21:33.523,2,10,0,0,7
10,109,80 04:21:33.523,2,12,0,0,5
11,109,80 04:21:33.523,2,8,0,0,0
1,113,80 04:21:33.525,8,13,0,0,15
2,113,80 04:21:33.525,8,5,0,0,1.5
3,113,80 04:21:33.525,8,3,0,0,0
4,113,80 04:21:33.525,8,7,0,0,0
5,113,80 04:21:33.525,8,11,0,0,5.5
6,113,80 04:21:33.525,8,4,0,0,0
7,113,80 04:21:33.525,8,10,0,0,0
8,113,80 04:21:33.525,8,9,0,0,0
9,113,80 04:21:33.525,8,15,0,0,0
10,113,80 04:21:33.525,8,2,0,0,0
11,113,80 04:21:33.525,8,12,0,0,0
1,114,80 04:21:33.525,14,9,0,0,8.333333333333334
2,114,80 04:21:33.525,14,6,0,0,8.5
3,114,80 04:21:33.525,14,5,0,0,0
4,114,80 04:21:33.525,14,2,0,0,0
5,114,80 04:21:33.525,14,4,0,0,0
6,114,80 04:21:33.525,14,8,0,0,0
7,114,80 04:21:33.525,14,10,0,0,0
8,114,80 04:21:33.525,14,7,0,0,0
9,114,80 04:21:33.525,14,12,0,0,0
10,114,80 04:21:33.525,14,3,0,0,0
11,114,80 04:21:33.525,14,11,0,0,0
12,114,80 04:21:33.525,14,13,0,0,0
1,115,80 04:21:33.526,14,6,0,0,4
2,115,80 04:21:33.526,14,11,0,0,0
3,115,80 04:21:33.526,14,2,0,0,0
4,115,80 04:21:33.526,14,9,0,0,5.25
5,115,80 04:21:33.526,14,12,0,0,0
6,115,80 04:21:33.526,14,10,0,0,0
7,115,80 04:21:33.526,14,5,0,0,0
8,115,80 04:21:33.526,14,13,0,0,0
9,115,80 04:21:33.526,14,3,0,0,0
10,115,80 04:21:33.526,14,4,0,0,0
11,115,80 04:21:33.526,14,7,0,0,0
12,115,80 04:21:33.526,14,8,0,0,0
1,116,80 04:21:33.528,8,3,0,0,3
2,116,80 04:21:33.528,8,11,0,0,5.666666666666667
3,116,80 04:21:33.528,8,7,0,0,0.3333333333333333
4,116,80 04:21:33.528,8,14,0,0,0
5,116,80 04:21:33.528,8,5,0,0,2.3333333333333335
6,116,80 04:21:33.528,8,2,0,0,0
7,116,80 04:21:33.528,8,9,0,0,4.666666666666667
8,116,80 04:21:33.528,8,12,0,0,0
9,116,80 04:21:33.528,8,15,0,0,0
10,116,80 04:21:33.528,8,13,0,0,19
11,116,80 04:21:33.528,8,4,0,0,0
12,116,80 04:21:33.528,8,10,0,0,0
1,117,80 04:21:33.528,12,7,0,0,5.666666666666667
2,117,80 04:21:33.528,12,10,0,0,12.666666666666666
3,117,80 04:21:33.528,12,15,0,0,0
4,117,80 04:21:33.528,12,5,0,0,0
5,117,80 04:21:33.528,12,4,0,0,6
6,117,80 04:21:33.528,12,2,0,0,5.5
7,117,80 04:21:33.528,12,3,0,0,0
8,117,80 04:21:33.528,12,14,0,0,0
9,117,80 04:21:33.528,12,9,0,0,0
10,117,80 04:21:33.528,12,11,0,0,5
11,117,80 04:21:33.528,12,6,0,0,0
1,118,80 04:21:33.528,9,5,0,0,8
2,118,80 04:21:33.528,9,6,0,0,2.6666666666666665
3,118,80 04:21:33.528,9,2,0,0,6.333333333333333
4,118,80 04:21:33.528,9,13,0,0,0
5,118,80 04:21:33.528,9,8,0,0,6
6,118,80 04:21:33.528,9,12,0,0,0
7,118,80 04:21:33.528,9,3,0,0,0
8,118,80 04:21:33.528,9,7,0,0,0
9,118,80 04:21:33.528,9,14,0,0,2
10,118,80 04:21:33.528,9,10,0,0,0
11,118,80 04:21:33.528,9,4,0,0,0
12,118,80 04:21:33.528,9,15,0,0,0
1,119,80 04:21:33.529,9,5,0,0,10.333333333333334
2,119,80 04:21:33.529,9,2,0,0,10.333333333333334
3,119,80 04:21:33.529,9,13,0,0,0
4,119,80 04:21:33.529,9,6,0,0,0
5,119,80 04:21:33.529,9,12,0,0,0
6,119,80 04:21:33.529,9,8,0,0,3.3333333333333335
7,119,80 04:21:33.529,9,7,0,0,0
8,119,80 04:21:33.529,9,15,0,0,0
9,119,80 04:21:33.529,9,4,0,0,0
10,119,80 04:21:33.529,9,10,0,0,0
11,119,80 04:21:33.529,9,14,0,0,3.5
12,119,80 04:21:33.529,9,3,0,0,0
1,120,80 04:21:33.529,2,3,0,0,11
2,120,80 04:21:33.529,2,6,0,0,2.6666666666666665
3,120,80 04:21:33.529,2,9,0,0,0
4,120,80 04:21:33.529,2,4,0,0,4
5,120,80 04:21:33.529,2,15,0,0,1
6,120,80 04:21:33.529,2,7,0,0,0
7,120,80 04:21:33.529,2,5,0,0,4.333333333333333
8,120,80 04:21:33.529,2,11,0,0,2.25
9,120,80 04:21:33.529,2,12,0,0,4
10,120,80 04:21:33.529,2,10,0,0,0.3333333333333333
11,120,80 04:21:33.529,2,8,0,0,0
12,120,80 04:21:33.529,2,13,0,0,0
1,121,80 04:21:33.530,12,4,0,0,7.5
2,121,80 04:21:33.530,12,10,0,0,9.25
3,121,80 04:21:33.530,12,3,0,0,0
4,121,80 04:21:33.530,12,2,0,0,1.3333333333333333
5,121,80 04:21:33.530,12,7,0,0,7
6,121,80 04:21:33.530,12,11,0,0,2.3333333333333335
7,121,80 04:21:33.530,12,9,0,0,0
8,121,80 04:21:33.530,12,14,0,0,0
9,121,80 04:21:33.530,12,5,0,0,0
10,121,80 04:21:33.530,12,15,0,0,0
11,121,80 04:21:33.530,12,8,0,0,0
12,121,80 04:21:33.530,12,6,0,0,0
1,123,80 04:21:33.531,14,10,0,0,1.5
2,123,80 04:21:33.531,14,6,0,0,7.25
3,123,80 04:21:33.531,14,7,0,0,0
4,123,80 04:21:33.531,14,2,0,0,0
5,123,80 04:21:33.531,14,9,0,0,0
6,123,80 04:21:33.531,14,4,0,0,0
7,123,80 04:21:33.531,14,5,0,0,0
8,123,80 04:21:33.531,14,12,0,0,0
9,123,80 04:21:33.531,14,15,0,0,0
10,123,80 04:21:33.531,14,3,0,0,0
11,123,80 04:21:33.531,14,8,0,0,0
12,123,80 04:21:33.531,14,13,0,0,0
13,123,80 04:21:33.531,14,11,0,0,0
1,124,80 04:21:33.531,12,4,0,0,14.25
2,124,80 04:21:33.531,12,10,0,0,8.25
3,124,80 04:21:33.531,12,11,0,0,1
4,124,80 04:21:33.531,12,3,0,0,0
5,124,80 04:21:33.531,12,14,0,0,0
6,124,80 04:21:33.531,12,7,0,0,7.75
7,124,80 04:21:33.531,12,8,0,0,0
8,124,80 04:21:33.531,12,2,0,0,2.75
9,124,80 04:21:33.531,12,5,0,0,0
10,124,80 04:21:33.531,12,15,0,0,0
1,125,80 04:21:33.531,14,6,0,0,9
2,125,80 04:21:33.531,14,2,0,0,0
3,125,80 04:21:33.531,14,11,0,0,0
4,125,80 04:21:33.531,14,5,0,0,0
5,125,80 04:21:33.531,14,8,0,0,0
6,125,80 04:21:33.531,14,12,0,0,0
7,125,80 04:21:33.531,14,9,0,0,0
8,125,80 04:21:33.531,14,3,0,0,0
9,125,80 04:21:33.531,14,10,0,0,0.3333333333333333
10,125,80 04:21:33.531,14,7,0,0,0
11,125,80 04:21:33.531,14,4,0,0,0
12,125,80 04:21:33.531,14,15,0,0,0
13,125,80 04:21:33.531,14,13,0,0,0
1,126,80 04:21:33.531,11,3,0,0,36
2,126,80 04:21:33.531,11,15,0,0,20
3,126,80 04:21:33.531,11,8,0,0,0
4,126,80 04:21:33.531,11,4,0,0,0
5,126,80 04:21:33.531,11,7,0,0,0
6,126,80 04:21:33.531,11,2,0,0,0
7,126,80 04:21:33.531,11,9,0,0,0
8,126,80 04:21:33.531,11,12,0,0,0
1,127,80 04:21:33.531,12,10,0,0,8
2,127,80 04:21:33.531,12,2,0,0,2.75
3,127,80 04:21:33.531,12,7,0,0,1
4,127,80 04:21:33.531,12,4,0,0,10.25
5,127,80 04:21:33.531,12,11,0,0,0
6,127,80 04:21:33.531,12,5,0,0,0
7,127,80 04:21:33.531,12,15,0,0,0
8,127,80 04:21:33.531,12,3,0,0,0
9,127,80 04:21:33.531,12,8,0,0,0
10,127,80 04:21:33.531,12,14,0,0,0
1,128,80 04:21:33.531,14,6,0,0,3.3333333333333335
2,128,80 04:21:33.531,14,2,0,0,0
3,128,80 04:21:33.531,14,5,0,0,0
4,128,80 04:21:33.531,14,11,0,0,0
5,128,80 04:21:33.531,14,9,0,0,0
6,128,80 04:21:33.531,14,8,0,0,0
7,128,80 04:21:33.531,14,12,0,0,0
8,128,80 04:21:33.531,14,10,0,0,0
9,128,80 04:21:33.531,14,7,0,0,0
10,128,80 04:21:33.531,14,4,0,0,0.5
11,128,80 04:21:33.531,14,13,0,0,0
1,130,80 04:21:33.532,2,3,0,0,16.666666666666668
2,130,80 04:21:33.532,2,5,0,0,3
3,130,80 04:21:33.532,2,15,0,0,3
4,130,80 04:21:33.532,2,4,0,0,10
5,130,80 04:21:33.532,2,7,0,0,0
